SOS_activation_by_EGFR,SOS_activation_by_IGFR,SOS_deactivation,Ras_activation_by_SOS,Ras_deactivation,PI3K_activation_by_EGFR,PI3K_activation_by_IGFR,PI3K_activation_by_Ras,PI3K_deactivation,AKT_activation_by_PI3K,AKT_deactivation,Raf_activation_by_Ras,Raf_deactivation_by_phosphotase,Raf_deactivation_by_AKT,Mek_activation_by_Raf,Mek_deactivation,Erk_activation_by_Mek,Erk_deactivation
0.000114151003849775,0.005,5.39182915298987,0.000899586419426883,0.000877891106596575,0.0000577231331660466,0.0000577231331660466,0.000000283422163084071,0.005,0.000000865934909496277,0.005,0.0000288163215645342,0.00339075642124497,0.00000502702023375644,0.0000389566621577695,0.000163802549194991,0.00000978187106637282,0.0000762764944272685
