causal_effect
1.236228943
-0.842002869
-1.243309021
7.394363403
-2.272064209
7.898841858
-5.941421509
8.467895508
-4.37928772
-1.300216675
6.244361877
-2.824043274
4.753829956
-4.098930359
0.317260742
5.265075684
-2.908912659
-0.221809387
4.455352783
0.075866699
1.622253418
-4.635276794
6.051544189
1.241157532
-8.484725952
7.220016479
1.198120117
7.042900085
3.579208374
-1.419700623
8.635887146
-1.587348938
8.371810913
-5.127426147
-0.203048706
-4.688682556
3.09412384
2.449295044
-3.316085815
7.914123535
1.68862915
-0.843193054
2.861534119
-1.279083252
0.14188385
2.723495483
3.920799255
1.640441895
-0.514823914
3.649681091
-3.308441162
2.868888855
0.889907837
-0.56930542
3.145294189
2.469673157
1.44405365
-0.388191223
-3.557014465
2.906509399
7.605056763
5.714546204
-7.755439758
4.556182861
-1.311302185
0.924926758
2.540924072
-5.460296631
4.130729675
-4.398155212
4.791931152
1.458526611
7.924514771
-4.28528595
-2.013069153
1.772476196
-2.433097839
9.732002258
-2.624206543
1.304084778
-0.675895691
3.289718628
2.59828186
0.159172058
0.610046387
-3.822601318
0.078590393
4.220222473
0.655578613
-1.417205811
6.891059875
-5.387947083
-4.027824402
11.51620483
5.452941895
-4.863304138
-4.852600098
2.163352966
2.084877014
7.3673172
-6.187431335
2.99092865
-2.10749054
2.180374146
1.1381073
-1.509117126
0.131919861
3.249328613
2.392356873
1.455558777
1.633369446
-2.978744507
3.732437134
-0.736724854
-3.868461609
6.040924072
1.919380188
3.33694458
-1.466766357
-0.793556213
0.36933136
-2.654190063
5.229125977
-4.693771362
7.528320313
-2.19317627
7.028266907
-6.781196594
1.998382568
1.680847168
4.023216248
-0.778167725
-2.875717163
10.12046051
1.662460327
0.773551941
-4.122367859
3.460250854
1.848007202
6.427345276
-3.964698792
-2.861671448
6.74974823
0.574081421
2.479003906
-7.663261414
7.345748901
4.702163696
-1.612548828
-2.345848083
4.844924927
3.905380249
-3.190177917
3.70501709
0.959754944
-3.068618774
3.953613281
0.255943298
4.616767883
1.41897583
1.963760376
-2.325782776
1.587585449
2.319839478
-2.326339722
5.954086304
-3.73915863
-1.606330872
1.863121033
6.534675598
3.265777588
0.510391235
1.601844788
1.718940735
-3.916168213
5.802452087
-6.728500366
3.375297546
1.071556091
1.436454773
0.761070251
3.969558716
-0.600578308
-2.710876465
5.860168457
-1.322387695
1.216308594
0.603942871
1.019515991
-2.336341858
1.210594177
5.31186676
-4.429328918
4.713104248
5.749069214
-2.485450745
-3.659912109
2.976570129
3.294784546
-0.400238037
3.605575562
-7.201660156
1.813446045
7.09349823
-0.006591797
-3.609397888
5.177154541
-0.369384766
0.307594299
0.211791992
4.932159424
2.261528015
-5.72857666
5.291038513
-3.260253906
1.990112305
0.759643555
3.044319153
-6.335990906
6.789413452
1.384231567
-5.375831604
7.704841614
-2.701263428
3.371864319
-4.09072876
1.456611633
0.924377441
3.300758362
-0.24420929
5.823287964
-2.710266113
5.372879028
-5.203681946
-0.79145813
6.261772156
-3.830909729
7.756889343
-0.714073181
-1.119369507
1.711647034
1.963417053
0.646820068
-3.250411987
6.390365601
2.518135071
-0.586204529
-2.065170288
0.408111572
2.802391052
-3.370735168
2.853866577
-5.493614197
12.14543152
-0.972007751
-2.541694641
-1.730873108
2.102767944
-1.33870697
0.308937073
12.82080841
-7.017318726
-0.924682617
-0.242767334
1.836021423
4.905273438
-5.247924805
-0.733985901
6.306266785
-0.108001709
0.984191895
1.207366943
3.749641418
1.977340698
2.335746765
-1.289291382
5.828300476
-2.961174011
-0.303916931
4.857330322
-0.033599854
2.621101379
-0.740562439
1.140159607
-2.063156128
8.098358154
-1.595802307
1.136260986
2.073257446
-1.946815491
2.25730896
-0.269386292
7.614105225
-7.011238098
3.702713013
0.520561218
-0.701644897
-0.766647339
3.976760864
-0.082000732
5.061950684
-3.181762695
0.899848938
-0.63117981
-1.070075989
8.297828674
-5.061096191
6.757843018
-4.281333923
0.504928589
4.939666748
-0.356163025
-0.508522034
3.230773926
0.734924316
1.849807739
-5.227104187
5.528442383
0.183563232
-1.342803955
2.867042542
1.639312744
2.635406494
-1.937049866
3.177391052
0.972648621
-3.589813232
3.746864319
0.936981201
-4.73588562
7.246810913
-0.966491699
-0.170021057
0.923721313
1.799430847
1.982940674
-1.258804321
-0.626083374
3.714530945
3.861068726
-1.512763977
3.515083313
0.784515381
-6.905776978
6.509780884
0.844039917
3.683448792
1.24004364
-1.320350647
-1.924728394
3.210296631
2.052627563
-1.559242249
0.355316162
3.130508423
1.750846863
-4.888511658
-2.342163086
10.42677307
-1.292434692
3.348976135
-1.185371399
-4.424736023
2.665847778
-0.797683716
1.669380188
2.35332489
6.215141296
-7.00944519
4.685127258
-3.634811401
-2.079345703
7.378921509
3.94342041
-2.988800049
2.365463257
-0.919059753
0.740333557
0.217308044
-1.419189453
5.828109741
-6.42804718
5.863449097
1.063919067
-0.32624054
-4.262641907
10.57923889
4.128089905
0.885597229
-1.51550293
4.140716553
0.054603577
-4.096839905
6.106880188
7.615501404
-0.687484741
-4.201377869
5.007102966
3.920310974
-3.226989746
-0.265640259
0.57660675
0.271453857
0.369636536
2.493278503
-4.744537354
1.636283875
4.043151855
-4.762153625
6.919128418
0.302894592
0.510345459
-1.393974304
5.892814636
-0.248977661
2.422065735
-4.894355774
7.95059967
-1.133110046
-0.927970886
-0.827865601
-3.334915161
8.626785278
-1.060340881
-5.244407654
6.457824707
-0.232147217
1.275062561
-0.666557312
3.695335388
1.384063721
0.635688782
-3.35874176
4.000816345
1.695541382
-0.084068298
5.601844788
-4.200920105
5.975990295
-0.861129761
-1.110527039
4.254592896
2.382736206
-7.025100708
8.06854248
-0.091697693
-1.146881104
1.694046021
-2.210632324
-5.121315002
8.603683472
0.912658691
0.400566101
-0.79599762
6.622634888
-7.25528717
6.828681946
-7.671882629
9.170829773
-1.570167542
-1.015800476
4.796577454
-1.971862793
-1.939704895
4.210380554
-0.976226807
5.233978271
-2.097633362
5.526557922
3.440841675
-4.29650116
-2.675941467
3.346694946
0.548728943
2.577270508
-1.939544678
2.165107727
-1.587059021
7.35786438
-3.823257446
1.395683289
0.759048462
5.972839355
-1.472648621
1.282775879
-1.470169067
2.396110535
4.13923645
-5.760192871
7.139060974
-1.403739929
1.071685791
7.039176941
-7.273399353
-0.781455994
1.553153992
4.461471558
-3.064826965
2.712165833
2.506843567
-3.307426453
4.839752197
1.218574524
1.50907135
-2.751670837
4.11089325
4.334373474
-5.123558044
3.235954285
2.805175781
-4.005218506
-1.120033264
1.619110107
3.120361328
4.345100403
-3.334609985
5.697692871
2.683395386
-3.402435303
5.47441864
0.486801147
-2.934326172
-4.313652039
6.57459259
-0.600662231
0.323493958
-0.941139221
1.47807312
5.00252533
-0.460090637
-2.292892456
2.231323242
5.897499084
-3.761192322
1.051948547
1.80771637
-0.806694031
9.251350403
-5.05480957
-0.886810303
-2.409446716
10.97711182
0.184989929
-5.387306213
-3.305335999
11.3523941
-7.174873352
4.552993774
-0.942703247
-7.692062378
7.543899536
1.969718933
-0.127685547
1.650375366
-2.161842346
4.862190247
-1.677215576
1.12789917
2.791252136
3.922019958
4.316543579
-2.083206177
-3.150245667
2.060882568
2.49017334
2.655403137
1.243347168
-1.070266724
-0.074684143
5.274055481
3.323570251
-5.054855347
-0.282196045
3.323272705
3.159492493
0.103157043
0.283584595
-0.356018066
0.620307922
-2.580039978
4.25769043
4.457496643
-5.889938354
3.517723083
2.747940063
0.003639221
4.63533783
-8.759056091
4.398574829
3.217391968
-3.770904541
3.395530701
4.59677124
-1.300476074
5.188262939
-2.923591614
0.78944397
-2.200836182
4.223327637
2.8203125
2.495735168
0.378608704
1.283439636
-0.031990051
6.348175049
-1.110488892
-5.115768433
5.78792572
0.887672424
5.915397644
-5.90057373
2.486061096
5.485694885
-1.642662048
