,a(p(Erk))
2386,0.6865692138671875
2387,-7.163932800292969
2388,-13.278755187988295
2389,-12.759849548339844
2390,-6.4828948974609375
2391,-12.608200073242188
2392,-10.110176086425781
2393,-3.3777618408203125
2394,-5.3143768310546875
2395,-5.199378967285156
2396,-7.559791564941406
2397,-10.882621765136719
2398,-11.444198608398438
2399,-8.236549377441406
2400,-0.38799285888671875
2401,-6.485198974609375
2402,-9.079116821289062
2403,-3.8024749755859375
2404,-7.1091461181640625
2405,-14.535202026367188
2406,-10.449760437011719
2407,-16.867637634277344
2408,-17.78253936767578
2409,-9.55560302734375
2410,-10.860359191894531
2411,-4.720375061035156
2412,-5.434822082519531
2413,-9.29689788818358
2414,-3.3823699951171875
2415,-11.33950805664064
2416,-3.6075973510742188
2417,-8.150840759277344
2418,-10.9036865234375
2419,-10.022987365722656
2420,-19.005226135253906
2421,0.5554580688476562
2422,-11.043464660644531
2423,-15.61244964599608
2424,-1.7852706909179688
2425,-6.9284210205078125
2426,-14.894187927246094
2427,2.5099105834960938
2428,-7.9637908935546875
2429,-8.688377380371094
2430,-8.635787963867188
2431,1.1868743896484375
2432,-11.391426086425767
2433,-17.479881286621094
2434,-18.950096130371094
2435,-8.328216552734375
2436,-5.850990295410156
2437,-11.721847534179688
2438,-9.772132873535156
2439,-13.130714416503906
2440,-11.249565124511719
2441,-10.84909820556642
2442,-0.626922607421875
2443,-5.040557861328125
2444,-10.147903442382812
2445,-3.2718276977539062
2446,-8.390113830566406
2447,-8.112350463867188
2448,-12.05987548828125
2449,-7.3362884521484375
2450,-10.291313171386705
2451,-3.5587692260742188
2452,-8.443679809570312
2453,-3.3655776977539062
2454,-8.365142822265625
2455,-7.2488555908203125
2456,-7.56243896484375
2457,-7.86920166015625
2458,-5.071014404296875
2459,0.733734130859375
2460,-4.114509582519531
2461,-3.6503219604492188
2462,2.5654220581054688
2463,-10.646377563476562
2464,-4.2597198486328125
2465,-9.883872985839844
2466,-1.609832763671875
2467,-8.416839599609375
2468,-6.429718017578125
2469,1.6530303955078125
2470,-11.301658630371094
2471,-5.634391784667969
2472,-10.486358642578125
2473,-11.657691955566406
2474,-18.034507751464844
2475,-12.389572143554702
2476,-10.274307250976548
2477,-11.358085632324219
2478,-3.9973297119140625
2479,-20.978660583496094
2480,-13.717124938964844
2481,-3.2303619384765625
2482,-2.1001205444335938
2483,-11.191909790039062
2484,-15.762718200683594
2485,-11.077186584472656
2486,-4.253173828125
2487,-5.8214111328125
2488,-3.383056640625
2489,0.9446258544921875
2490,-11.59481811523439
2491,-3.2596588134765625
2492,-8.620018005371094
2493,-4.7664337158203125
2494,-4.425453186035156
2495,-8.942398071289062
2496,-12.72930908203125
2497,-6.1556243896484375
2498,-9.417831420898438
2499,0.25304412841796875
2500,-11.841583251953125
2501,-6.949745178222656
2502,-15.979194641113267
2503,-7.8429107666015625
2504,-4.6204071044921875
2505,-6.3917694091796875
2506,-17.029273986816406
2507,-9.155776977539062
2508,-15.422416687011719
2509,-2.4519729614257812
2510,-6.619697570800781
2511,-14.125968933105483
2512,1.8301315307617188
2513,-11.889175415039062
2514,-7.736351013183594
2515,-5.0832366943359375
2516,-10.863395690917969
2517,-17.222084045410142
2518,-6.240684509277344
2519,-6.9701461791992045
2520,-13.125411987304688
2521,-9.458808898925781
2522,-13.546714782714844
2523,-7.4703598022460795
2524,-5.7757110595703125
2525,-10.899093627929688
2526,-2.3967056274414062
2527,0.42263031005859375
2528,-7.857086181640625
2529,-11.259620666503906
2530,-10.628707885742188
2531,-9.016525268554688
2532,-8.295341491699219
2533,-10.659751892089844
2534,-7.321563720703125
2535,-18.1723175048828
2536,-7.5081329345703125
2537,-18.516441345214844
2538,-12.8975830078125
2539,-8.580101013183594
2540,-17.210914611816406
2541,-9.013519287109375
2542,-3.4510955810546875
2543,-9.703697204589844
2544,-0.27431488037109375
2545,-6.6480255126953125
2546,-15.952377319335938
2547,-3.384918212890625
2548,-8.9725341796875
2549,-19.34994506835939
2550,-9.261085510253906
2551,-14.840919494628906
2552,-15.577316284179688
2553,-3.0111770629882812
2554,-1.496795654296875
2555,0.9534988403320312
2556,-10.386428833007812
2557,-8.48148345947267
2558,2.1677322387695312
2559,-7.964286804199219
2560,-12.576744079589858
2561,-2.20697021484375
2562,-8.92706298828125
2563,-5.0411529541015625
2564,-5.910858154296875
2565,-6.871208190917969
2566,-5.7666549682617045
2567,-1.1674041748046875
2568,-5.550224304199219
2569,-10.953155517578125
2570,-6.804840087890625
2571,5.969841003417969
2572,-0.8400497436523438
2573,-14.944534301757812
2574,3.0163040161132812
2575,-9.626319885253906
2576,-19.318664550781236
2577,-7.240333557128906
2578,-12.434768676757812
2579,-9.647331237792969
2580,-1.6470947265625
2581,-7.6858367919921875
2582,-3.1800155639648438
2583,-7.3772430419921875
2584,-4.111183166503906
2585,-6.114372253417969
2586,-14.087387084960938
2587,-2.4652862548828125
2588,-11.380256652832031
2589,-15.361419677734375
2590,-4.971519470214844
2591,-4.030616760253906
2592,-8.993278503417969
2593,-3.68670654296875
2594,-13.687202453613281
2595,-15.381172180175781
2596,-8.222381591796875
2597,-1.98052978515625
2598,-14.429458618164062
2599,-8.453620910644531
2600,-6.662406921386719
2601,-12.720802307128906
2602,-7.5745391845703125
2603,-7.909873962402344
2604,-5.548439025878906
2605,-2.88287353515625
2606,-5.389923095703125
2607,-13.983879089355469
2608,-7.467430114746094
2609,-16.627883911132812
2610,0.10511016845703125
2611,-13.688499450683594
2612,-9.539505004882812
2613,-16.009613037109375
2614,-3.3199310302734375
2615,-9.68661499023439
2616,-3.8496246337890625
2617,-16.662559509277344
2618,-7.45733642578125
2619,-13.112701416015625
2620,-5.027336120605469
2621,-7.7216796875
2622,-13.860427856445312
2623,-12.715698242187514
2624,-16.913085937499986
2625,-4.982276916503906
2626,-14.486343383789048
2627,-10.651756286621094
2628,-2.04840087890625
2629,-1.6223297119140625
2630,-9.116157531738281
2631,-5.978660583496094
2632,-3.1556549072265625
2633,-8.379203796386719
2634,-4.885093688964844
2635,-10.83355712890625
2636,-8.660346984863281
2637,-2.34271240234375
2638,-9.575599670410156
2639,-9.84161376953125
2640,-4.933845520019531
2641,-5.281990051269531
2642,-17.043601989746094
2643,-12.527267456054673
2644,-13.785575866699233
2645,-7.860893249511719
2646,-11.464645385742173
2647,-13.148567199707031
2648,-9.353904724121108
2649,-9.35009765625
2650,-9.302413940429688
2651,-13.450225830078125
2652,4.8948822021484375
2653,-7.681663513183594
2654,-2.370147705078125
2655,-4.3238525390625
2656,0.10341644287109375
2657,-8.13812255859375
2658,-9.264549255371094
2659,-10.778129577636705
2660,-8.584228515625
2661,-10.924064636230469
2662,-6.792648315429702
2663,-22.66917419433595
2664,2.1639862060546875
2665,-8.728469848632812
2666,-1.8012771606445312
2667,-18.368423461914062
2668,-4.890403747558594
2669,-11.56988525390625
2670,-10.508514404296875
2671,-15.279411315917969
2672,-12.694160461425781
2673,4.6164703369140625
2674,-18.34473419189453
2675,-7.1199798583984375
2676,-4.37158203125
2677,-11.818489074707031
2678,-5.143890380859375
2679,-11.417366027832031
2680,-7.662483215332031
2681,5.568595886230469
2682,-7.2928619384765625
2683,-0.7111587524414062
2684,-4.8915557861328125
2685,-15.589668273925781
2686,-4.78717041015625
2687,-6.676177978515625
2688,-6.1679229736328125
2689,-10.994300842285156
2690,-7.365501403808594
2691,0.80169677734375
2692,-11.470985412597656
2693,-9.512619018554688
2694,-13.314895629882812
2695,0.6285476684570312
2696,-10.418037414550781
2697,-3.6022491455078125
2698,-1.3242874145507812
2699,-15.118255615234375
2700,-21.351104736328125
2701,0.441375732421875
2702,-3.1021728515625
2703,1.0583267211914062
2704,-13.318725585937486
2705,-13.53756713867189
2706,-14.835945129394517
2707,-1.8498916625976562
2708,-4.661224365234375
2709,-6.5270538330078125
2710,-3.6908645629882812
2711,-12.205101013183594
2712,-15.844879150390625
2713,-6.358772277832031
2714,-5.7626953125
2715,-11.1669921875
2716,-10.851242065429688
2717,-15.717918395996094
2718,-10.085525512695312
2719,0.501556396484375
2720,-16.318710327148438
2721,-6.415382385253906
2722,-8.761032104492188
2723,-3.8578872680664062
2724,-19.357673645019545
2725,-17.173706054687486
2726,-8.42657470703125
2727,-12.202194213867188
2728,-13.773979187011705
2729,-13.242263793945312
2730,-9.564277648925781
2731,-8.725944519042969
2732,-13.664398193359375
2733,-8.417228698730455
2734,-9.458480834960938
2735,-9.152534484863281
2736,-5.266670227050781
2737,-2.8929901123046875
2738,-9.021690368652344
2739,-1.3695144653320312
2740,-8.466796875
2741,5.192146301269531
2742,-12.327781677246094
2743,-13.213943481445312
2744,-5.140892028808594
2745,-6.2646942138671875
2746,-13.528701782226562
2747,-10.017219543457031
2748,-11.235008239746094
2749,-11.986396789550767
2750,-6.942558288574219
2751,-14.285514831542983
2752,-13.874656677246094
2753,-12.066139221191406
2754,-7.1759490966796875
2755,-8.69281005859375
2756,-9.128280639648438
2757,-9.488304138183594
2758,-6.19659423828125
2759,-9.533370971679688
2760,3.0728302001953125
2761,-10.966217041015625
2762,-18.795448303222656
2763,-12.387428283691392
2764,-9.49871826171875
2765,-15.930931091308594
2766,-7.82904052734375
2767,-7.041015625
2768,-18.465087890625
2769,-3.8569488525390625
2770,-6.303428649902344
2771,-3.8037033081054688
2772,2.1006622314453125
2773,-4.8720550537109375
2774,-8.265289306640625
2775,-9.667068481445312
2776,-3.1478347778320312
2777,-4.6408538818359375
2778,-15.161918640136719
2779,-11.8182373046875
2780,-10.521682739257812
2781,-12.349967956542983
2782,-4.0313262939453125
2783,-3.6851272583007812
2784,-6.734596252441406
2785,-11.761337280273438
2786,-1.9507827758789062
2787,-13.455619812011719
2788,-5.571769714355469
2789,0.233123779296875
2790,-4.1471099853515625
2791,-11.111251831054702
2792,1.30511474609375
2793,-6.373504638671875
2794,-16.512100219726562
2795,-10.362144470214844
2796,-7.2203826904296875
2797,1.6222381591796875
2798,-8.150131225585938
2799,-15.520301818847642
2800,-0.9558181762695312
2801,0.9546051025390625
2802,-8.178352355957031
2803,-13.712791442871108
2804,-1.819793701171875
2805,-8.377517700195312
2806,-1.1874160766601562
2807,-13.67049407958983
2808,-1.0957031249999858
2809,-8.973106384277344
2810,-11.684814453125
2811,0.8107376098632812
2812,-3.0124588012695312
2813,-10.79656982421875
2814,1.9032974243164062
2815,-0.15013885498046875
2816,-6.373252868652344
2817,-10.431068420410156
2818,-1.70166015625
2819,-17.21996307373047
2820,-13.093910217285156
2821,-7.7235870361328125
2822,-11.098533630371094
2823,-6.157463073730469
2824,-8.215385437011719
2825,-2.1662979125976562
2826,-16.75995635986328
2827,-1.3032608032226562
2828,-9.421096801757812
2829,-13.296592712402344
2830,-8.627799987792955
2831,-5.057579040527344
2832,-12.209381103515625
2833,-1.5279693603515625
2834,-3.1989517211914062
2835,-1.366943359375
2836,-5.415138244628906
2837,-10.834503173828125
2838,-8.732620239257812
2839,-2.3641128540039062
2840,-7.006782531738267
2841,-13.552734375
2842,-5.668922424316406
2843,0.8983612060546875
2844,-9.474220275878906
2845,-5.568305969238281
2846,0.722625732421875
2847,-16.515640258789062
2848,-7.505043029785156
2849,-8.262382507324219
2850,-9.46847534179686
2851,3.9242095947265625
2852,-6.3234710693359375
2853,-10.797851562499986
2854,-13.497673034667969
2855,-7.148017883300781
2856,-7.90765380859375
2857,-2.3092041015625
2858,-8.32843017578125
2859,-13.04962158203125
2860,-7.7471466064453125
2861,-6.952949523925781
2862,-14.716018676757812
2863,-4.3048858642578125
2864,-3.3179855346679688
2865,-14.170425415039048
2866,-9.769966125488281
2867,-9.853103637695312
2868,-8.03311157226564
2869,-5.265007019042969
2870,-2.3629074096679688
2871,-5.677635192871094
2872,-8.575920104980469
2873,-7.53338623046875
2874,-10.745132446289062
2875,-6.466941833496094
2876,-7.68096923828125
2877,-2.9900283813476562
2878,-0.21844482421875
2879,-2.2133636474609375
2880,-9.320137023925781
2881,6.7490081787109375
2882,-12.12078857421875
2883,-0.0602874755859375
2884,-3.7914199829101562
2885,-7.200569152832031
2886,-7.151634216308594
2887,-5.5663299560546875
2888,-1.5160980224609375
2889,-23.131179809570327
2890,-11.286453247070312
2891,-10.017845153808594
2892,-9.228599548339844
2893,-10.824607849121094
2894,-4.143516540527344
2895,-8.419776916503906
2896,-11.480308532714844
2897,-4.2075958251953125
2898,-8.028129577636719
2899,-6.83251953125
2900,-6.695182800292969
2901,-8.285072326660156
2902,-8.323410034179688
2903,-15.27545166015625
2904,-7.614402770996094
2905,-5.969337463378906
2906,-6.02178955078125
2907,-1.7563095092773438
2908,-0.0995941162109375
2909,-12.620925903320298
2910,-4.621208190917969
2911,-14.734268188476562
2912,-7.643974304199219
2913,-6.1643218994140625
2914,0.18023681640625
2915,-5.322883605957031
2916,-6.390220642089844
2917,-8.69525146484375
2918,0.7284469604492188
2919,-5.980857849121094
2920,-11.50869750976561
2921,-5.2248687744140625
2922,-14.695060729980469
2923,-4.96295166015625
2924,-15.079391479492188
2925,-14.651786804199205
2926,1.9955291748046875
2927,-1.712127685546875
2928,-3.72021484375
2929,-5.563835144042969
2930,-7.038398742675781
2931,0.5261459350585938
2932,-10.880172729492173
2933,7.1862030029296875
2934,-6.7324371337890625
2935,-5.4943389892578125
2936,-3.543548583984375
2937,-3.6023483276367188
2938,0.04625701904296875
2939,-6.391899108886719
2940,0.42238616943359375
2941,-10.187904357910156
2942,-11.13909912109375
2943,-6.0585479736328125
2944,-10.35211181640625
2945,-6.660423278808594
2946,-7.66729736328125
2947,-8.279037475585938
2948,-1.3671112060546875
2949,-7.0584869384765625
2950,-9.36895751953125
2951,1.7483139038085938
2952,-2.0978240966796875
2953,-4.523536682128906
2954,-2.7654876708984375
2955,-8.878067016601562
2956,-1.365081787109375
2957,-6.7181015014648295
2958,-3.7399749755859375
2959,-11.311470031738281
2960,-11.948417663574219
2961,-2.9110107421875
2962,-9.7091064453125
2963,-4.812889099121094
2964,-5.057380676269531
2965,-6.3731536865234375
2966,-5.963958740234375
2967,-4.945953369140625
2968,-4.219390869140625
2969,-8.183616638183594
2970,-13.660758972167969
2971,-0.8780517578125
2972,-14.900733947753906
2973,-13.586296081542969
2974,-3.521697998046875
2975,-7.920845031738281
2976,-7.398468017578125
2977,-4.894325256347656
2978,3.7802200317382812
2979,-7.8961639404296875
2980,-7.918907165527344
2981,-18.34247589111328
2982,-4.8404693603515625
2983,5.513679504394531
2984,-9.413108825683594
2985,-12.365989685058594
2986,-14.894561767578125
2987,-7.957305908203125
2988,-10.062934875488281
2989,-4.193931579589844
2990,-8.072616577148438
2991,-13.996742248535156
2992,-12.493934631347656
2993,-1.2746047973632812
2994,-6.684120178222656
2995,-6.451988220214844
2996,-5.6970062255859375
2997,-8.644500732421875
2998,0.3656768798828125
2999,-7.8932952880859375
3000,-11.910964965820312
3001,-5.0762176513671875
3002,-13.694725036621094
3003,-11.102577209472642
3004,-15.562995910644531
3005,-10.695304870605469
3006,-11.815681457519545
3007,-8.33563232421875
3008,-6.094825744628906
3009,-15.732460021972656
3010,-4.6185150146484375
3011,0.13103485107421875
3012,-10.817657470703125
3013,-9.456878662109375
3014,-4.373298645019531
3015,-9.250045776367188
3016,-9.81341552734375
3017,-14.650306701660156
3018,-15.501998901367188
3019,5.170524597167969
3020,-11.555580139160156
3021,-3.617027282714858
3022,-8.61907958984375
3023,-16.06505584716797
3024,-12.867713928222656
3025,-10.156051635742173
3026,-17.78186798095703
3027,-4.568946838378906
3028,-7.07159423828125
3029,-1.5378570556640625
3030,-6.853607177734375
3031,-7.269828796386719
3032,-13.119148254394531
3033,-10.673965454101562
3034,-1.8739166259765625
3035,-14.852165222167969
3036,-7.6099090576171875
3037,-13.026252746582031
3038,-12.3743896484375
3039,-15.382240295410156
3040,-7.815185546875
3041,-3.97247314453125
3042,-13.142059326171875
3043,-17.90814971923828
3044,-17.124862670898438
3045,-11.720771789550781
3046,-11.818557739257812
3047,-10.877334594726562
3048,-4.793922424316406
3049,-11.167495727539062
3050,-12.32882690429686
3051,-9.806198120117202
3052,-20.860923767089844
3053,-4.822807312011719
3054,-7.8390960693359375
3055,-11.862419128417969
3056,-5.6605072021484375
3057,-3.008148193359375
3058,-9.0521240234375
3059,-6.6920623779296875
3060,-10.903366088867202
3061,-9.543098449707031
3062,-2.6980133056640625
3063,-11.60012054443358
3064,-4.922340393066406
3065,-8.493316650390625
3066,-7.4947662353515625
3067,-4.7213897705078125
3068,-19.02880859375
3069,-14.661666870117173
3070,-13.57568359375
3071,0.4212646484375
3072,-11.162742614746094
3073,-13.973342895507812
3074,-3.4337844848632812
3075,-10.21063232421875
3076,-15.493186950683594
3077,6.274971008300781
3078,1.1119537353515625
3079,-14.346076965332031
3080,-14.244842529296875
3081,-0.41745758056640625
3082,-9.371826171875
3083,-3.9586029052734375
3084,-11.457740783691406
3085,-9.22705078125
3086,-1.3552322387695312
3087,-3.1738510131835938
3088,-3.5093154907226562
3089,-4.658447265625
3090,-3.777069091796875
3091,2.96697998046875
3092,-6.8667144775390625
3093,-0.9901504516601562
3094,-1.1848602294921875
3095,-14.174911499023438
3096,-12.245979309082031
3097,-3.8292007446289062
3098,-16.76514434814453
3099,-13.797348022460938
3100,-3.3851394653320312
3101,-5.303985595703125
3102,-6.054130554199219
3103,-10.637283325195312
3104,-5.2700347900390625
3105,-5.48388671875
3106,-7.2991561889648295
3107,0.0200042724609375
3108,-8.760383605957031
3109,-10.597557067871094
3110,-14.322242736816406
3111,-17.437660217285156
3112,-7.239128112792983
3113,-7.2407989501953125
3114,-16.608619689941406
3115,-12.336349487304688
3116,-7.461822509765625
3117,-9.88037109375
3118,-14.636009216308608
3119,-12.535911560058594
3120,-6.5647125244140625
3121,-9.121025085449219
3122,-0.479217529296875
3123,0.9672317504882812
3124,-13.538505554199219
3125,-7.56768798828125
3126,-15.1788330078125
3127,-17.19586181640625
3128,-5.012046813964844
3129,-9.357307434082031
3130,-6.68206787109375
3131,-12.241752624511719
3132,-13.581443786621094
3133,0.86474609375
3134,-14.933967590332017
3135,-12.774765014648438
3136,1.5733184814453125
3137,-3.0755081176757812
3138,-8.479049682617188
3139,-6.6352996826171875
3140,-10.891914367675781
3141,-12.991561889648438
3142,-3.3818588256835938
3143,-8.063545227050781
3144,-10.280662536621094
3145,-6.5925445556640625
3146,-6.964111328125
3147,0.8117828369140625
3148,-5.2152862548828125
3149,-8.358596801757812
3150,-9.613563537597656
3151,-14.946426391601577
3152,2.4368743896484375
3153,-12.740531921386719
3154,-5.4554595947265625
3155,-5.493568420410156
3156,-9.069366455078125
3157,-3.7253189086914062
3158,-5.6208648681640625
3159,-6.852142333984375
3160,-3.583648681640625
3161,-8.52874755859375
3162,4.024681091308594
3163,-7.854713439941406
3164,-7.043266296386719
3165,-14.086311340332031
3166,-19.048995971679688
3167,-5.0228729248046875
3168,-6.300323486328139
3169,-5.958076477050781
3170,-6.039207458496094
3171,-4.956077575683594
3172,-1.9867706298828125
3173,-6.071250915527344
3174,-11.388336181640625
3175,-9.563461303710938
3176,-5.477012634277344
3177,-16.263175964355483
3178,-15.704368591308594
3179,-10.677444458007812
3180,-14.50197601318358
3181,-12.78546142578125
3182,-13.410804748535156
3183,-14.499649047851562
3184,-8.712043762207031
3185,0.40859222412109375
3186,-5.6591033935546875
3187,-7.18896484375
3188,-8.014945983886719
3189,-8.493499755859375
3190,-10.271781921386719
3191,-10.382225036621094
3192,-6.362518310546875
3193,-3.9310455322265625
3194,-14.616172790527344
3195,-11.120742797851548
3196,1.0450897216796875
3197,-3.1294708251953125
3198,-6.158050537109375
3199,-4.4644317626953125
3200,-6.974342346191406
3201,-8.710922241210938
3202,-16.15735626220703
3203,-8.630569458007812
3204,-5.259071350097656
3205,-9.358558654785156
3206,-12.586509704589844
3207,-20.432785034179688
3208,-0.29897308349609375
3209,-5.6417694091796875
3210,-17.14418792724608
3211,-14.302017211914062
3212,-11.47994995117186
3213,-11.146751403808594
3214,-3.64678955078125
3215,-12.281173706054688
3216,-7.0254669189453125
3217,-6.937446594238281
3218,-10.971351623535156
3219,-8.74285888671875
3220,-10.187446594238281
3221,-1.9104766845703125
3222,-6.8677978515625
3223,-12.997283935546875
3224,-7.00323486328125
3225,-9.949775695800781
3226,-11.16326904296875
3227,-9.281822204589844
3228,-15.534141540527358
3229,-17.380996704101577
3230,-1.4736557006835938
3231,-14.640571594238281
3232,-7.976409912109375
3233,-4.343437194824219
3234,0.114410400390625
3235,-14.804885864257812
3236,-5.6822052001953125
3237,-3.3172225952148438
3238,-5.166847229003906
3239,-8.403114318847656
3240,-20.997268676757812
3241,-14.337043762207031
3242,-16.36959838867189
3243,-18.526153564453125
3244,-3.5251388549804688
3245,-3.1289215087890625
3246,-2.0553436279296875
3247,-8.409828186035156
3248,2.2804107666015625
3249,-14.765571594238281
3250,-6.195465087890625
3251,-3.9774398803710938
3252,-12.393852233886719
3253,-0.25058746337890625
3254,0.03858184814453125
3255,-5.6896209716796875
3256,-11.945587158203125
3257,-6.1537322998046875
3258,-7.759948730468764
3259,-8.617431640625
3260,-13.514366149902344
3261,-5.830963134765625
3262,-8.531753540039062
3263,-10.487777709960938
3264,-1.025848388671875
3265,-12.896446228027344
3266,-1.019561767578125
3267,-7.867210388183594
3268,-10.645965576171875
3269,-4.271568298339844
3270,-6.0150909423828125
3271,-2.1414260864257812
3272,-3.8648757934570312
3273,-4.2531585693359375
3274,1.1407928466796875
3275,-3.4569091796875
3276,-0.5748672485351562
3277,-12.359169006347656
3278,-3.653778076171875
3279,-0.2026824951171875
3280,-7.3058013916015625
3281,-7.900779724121094
3282,-5.1881866455078125
3283,-12.395523071289062
3284,1.8785476684570312
3285,-9.122749328613281
3286,-10.88204956054689
3287,-5.512092590332031
3288,13.035629272460938
3289,-5.3373870849609375
3290,-0.9819488525390625
3291,-11.488777160644545
3292,-3.5078506469726562
3293,-3.7236175537109375
3294,-2.6512832641601705
3295,-7.084403991699219
3296,-13.783607482910156
3297,-3.9458770751953125
3298,3.0072555541992188
3299,-9.294319152832031
3300,-11.225784301757812
3301,-5.68853759765625
3302,-7.5651702880859375
3303,-6.156005859375
3304,-1.429351806640625
3305,-8.732933044433594
3306,-8.809280395507812
3307,1.8447113037109375
3308,-12.819648742675781
3309,-8.402671813964844
3310,-8.616851806640625
3311,-12.88433837890625
3312,-4.223045349121094
3313,-16.240486145019545
3314,-7.886283874511719
3315,-9.2752685546875
3316,-8.7908935546875
3317,-14.022285461425781
3318,-9.565986633300781
3319,-12.30792236328125
3320,-0.6926803588867188
3321,-11.843421936035156
3322,0.017669677734375
3323,-10.158836364746094
3324,-1.5992279052734375
3325,3.2676467895507812
3326,-15.01138305664061
3327,-15.286026000976562
3328,-8.580780029296875
3329,-4.260955810546875
3330,-6.095329284667969
3331,-12.875656127929688
3332,-1.5032730102539062
3333,-8.4427490234375
3334,-7.235511779785156
3335,-3.7903213500976562
3336,-11.030494689941406
3337,-7.5414276123046875
3338,-8.079643249511719
3339,-12.357765197753906
3340,-10.129783630371094
3341,-10.834648132324219
3342,-7.038719177246094
3343,-15.95947265625
3344,-3.2362899780273438
3345,-0.550689697265625
3346,-9.644721984863281
3347,-9.588821411132812
3348,-15.369354248046875
3349,-4.031867980957031
3350,-10.651420593261719
3351,4.191917419433594
3352,-6.9054412841796875
3353,-5.072746276855469
3354,-9.693710327148438
3355,-3.550811767578125
3356,0.5908660888671875
3357,-6.215850830078125
3358,-6.391998291015625
3359,-4.110328674316406
3360,-0.41535186767578125
3361,-5.489906311035156
3362,-9.301124572753906
3363,-6.146537780761719
3364,0.5748825073242188
3365,-10.195518493652344
3366,0.39409637451171875
3367,-3.8814544677734375
3368,-5.363883972167969
3369,-8.217826843261719
3370,0.389862060546875
3371,-5.531455993652344
3372,-7.247894287109375
3373,0.8836441040039062
3374,-10.330986022949219
3375,-9.381637573242188
3376,-12.429832458496094
3377,-7.3691253662109375
3378,-13.729057312011719
3379,-18.41039276123047
3380,-11.84963226318358
3381,-18.524154663085923
3382,-9.045417785644531
3383,-13.497322082519545
3384,-13.545234680175781
3385,-13.15802001953125
3386,-13.422019958496094
3387,-11.728828430175781
3388,-7.244682312011719
3389,-10.200057983398423
3390,-4.671775817871094
3391,-4.036796569824219
3392,-12.897308349609375
3393,-7.093841552734375
3394,-10.417701721191406
3395,-5.920021057128906
3396,-7.016815185546875
3397,-1.61883544921875
3398,-13.0340576171875
3399,-9.494384765625014
3400,-5.09051513671875
3401,-5.638404846191406
3402,-11.472259521484375
3403,-12.212677001953125
3404,-10.939865112304688
3405,-7.662727355957031
3406,-12.218910217285156
3407,-5.669059753417969
3408,-7.2438507080078125
3409,-7.042121887207031
3410,-11.592536926269531
3411,-3.2103729248046875
3412,-10.682342529296875
3413,-8.741043090820298
3414,-9.676544189453125
3415,-11.684532165527344
3416,-6.384056091308594
3417,-6.6656646728515625
3418,-13.341735839843736
3419,-5.983604431152344
3420,-20.411231994628892
3421,-11.363311767578125
3422,-4.5226593017578125
3423,-4.928993225097656
3424,-9.661849975585938
3425,-17.302528381347656
3426,-6.827995300292969
3427,-13.365325927734375
3428,-4.3505706787109375
3429,-14.352363586425781
3430,-4.390296936035156
3431,-11.818840026855469
3432,-13.061149597167969
3433,-9.931571960449219
3434,-3.22186279296875
3435,-15.453666687011719
3436,-17.948959350585938
3437,-9.182655334472656
3438,-8.003303527832031
3439,-4.283195495605469
3440,3.3719863891601562
3441,-12.692863464355469
3442,-3.7389297485351562
3443,-6.487213134765625
3444,-4.46630859375
3445,-5.166389465332017
3446,-5.609375
3447,-4.048439025878906
3448,-10.109085083007812
3449,-10.782394409179688
3450,-4.188751220703125
3451,3.3517684936523438
3452,-2.8455810546875
3453,-15.491508483886719
3454,-5.065727233886719
3455,1.6418685913085938
3456,-1.913543701171875
3457,-14.194038391113281
3458,-8.221626281738281
3459,-11.729026794433594
3460,-6.572135925292969
3461,-5.456695556640625
3462,-8.807052612304688
3463,-6.964485168457031
3464,-15.077316284179688
3465,-5.078849792480469
3466,-3.9306411743164062
3467,-12.707748413085938
3468,-9.435592651367188
3469,-5.43524169921875
3470,0.11334228515625
3471,-4.1906280517578125
3472,-11.114479064941406
3473,-11.822563171386719
3474,-10.834686279296875
3475,-6.8490753173828125
3476,-11.984542846679702
3477,-12.83538818359375
3478,1.3034286499023438
3479,-3.9079132080078125
3480,-4.961250305175781
3481,-8.343101501464844
3482,-6.715736389160156
3483,-4.09136962890625
3484,-2.2991485595703125
3485,-0.7304153442382812
3486,-17.261581420898438
3487,-10.237953186035156
3488,-9.167266845703125
3489,-9.435745239257812
3490,-17.072158813476562
3491,-2.5907135009765625
3492,-7.068634033203125
3493,-13.114036560058594
3494,-12.073875427246094
3495,-9.04103851318358
3496,-4.906898498535156
3497,-8.799537658691406
3498,-2.1673736572265625
3499,-4.9770355224609375
3500,-15.265434265136719
3501,-5.149864196777344
3502,-10.861656188964858
3503,-5.6917572021484375
3504,-4.717079162597656
3505,-8.350814819335923
3506,-6.0102081298828125
3507,-9.122673034667969
3508,-16.37118530273436
3509,-7.147285461425781
3510,0.11145782470703125
3511,-10.806861877441406
3512,-8.19110107421875
3513,-7.7410736083984375
3514,-15.770980834960938
3515,-0.7125396728515625
3516,-10.537322998046875
3517,-16.442481994628906
3518,-13.840133666992188
3519,-15.467887878417969
3520,-7.383567810058594
3521,-5.8736419677734375
3522,-9.218826293945312
3523,-10.312858581542969
3524,-0.8380889892578125
3525,-4.1742401123046875
3526,-13.774131774902344
3527,-9.100639343261719
3528,-18.246009826660156
3529,-9.306724548339844
3530,-5.413665771484375
3531,-17.516288757324205
3532,-9.981002807617188
3533,-16.703506469726562
3534,-9.441886901855483
3535,3.552093505859375
3536,1.7780914306640625
3537,-5.8499603271484375
